列ID,列名,类型
ID02017581_STD60,铁矿石：进口：日均疏港量：华东地区：31个港口（周度）_STD60,factor
ID02017581_Spread_30d,铁矿石：进口：日均疏港量：华东地区：31个港口（周度）_Spread_30d,factor
ID02017581_P10_90d,铁矿石：进口：日均疏港量：华东地区：31个港口（周度）_P10_90d,factor
ID02017581_P90_90d,铁矿石：进口：日均疏港量：华东地区：31个港口（周度）_P90_90d,factor
ID02017581_Spread_90d,铁矿石：进口：日均疏港量：华东地区：31个港口（周度）_Spread_90d,factor
ID02017581_Ratio_MA7,铁矿石：进口：日均疏港量：华东地区：31个港口（周度）_Ratio_MA7,factor
ID02017581_Ratio_MA30,铁矿石：进口：日均疏港量：华东地区：31个港口（周度）_Ratio_MA30,factor
ID02017581_MA7_MA30,铁矿石：进口：日均疏港量：华东地区：31个港口（周度）_MA7_MA30,factor
ID02017581_MOM5,铁矿石：进口：日均疏港量：华东地区：31个港口（周度）_MOM5,factor
ID02017581_MOM10,铁矿石：进口：日均疏港量：华东地区：31个港口（周度）_MOM10,factor
ID02017581_MOM20,铁矿石：进口：日均疏港量：华东地区：31个港口（周度）_MOM20,factor
ID02017587_MA14,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_MA14,factor
ID02017587_MA30,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_MA30,factor
ID02017587_MA60,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_MA60,factor
ID02017587_MA90,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_MA90,factor
ID02017587_STD7,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_STD7,factor
ID02017587_STD14,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_STD14,factor
ID02017587_STD30,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_STD30,factor
ID02017587_STD60,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_STD60,factor
ID02017587_P10_30d,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_P10_30d,factor
ID02017587_P90_30d,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_P90_30d,factor
ID02017587_Spread_30d,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_Spread_30d,factor
ID02017587_P10_60d,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_P10_60d,factor
ID02017587_P90_60d,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_P90_60d,factor
ID02017587_Spread_60d,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_Spread_60d,factor
ID02017587_P10_90d,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_P10_90d,factor
ID02017587_P90_90d,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_P90_90d,factor
ID02017587_Spread_90d,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_Spread_90d,factor
ID02017587_Ratio_MA7,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_Ratio_MA7,factor
ID02017587_Ratio_MA30,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_Ratio_MA30,factor
ID02017587_MA7_MA30,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_MA7_MA30,factor
ID02017587_MOM5,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_MOM5,factor
ID02017587_MOM10,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_MOM10,factor
ID02017587_MOM20,铁矿石：进口：日均疏港量：华南地区：31个港口（周度）_MOM20,factor
ID02017594_MA14,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_MA14,factor
ID02017594_MA30,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_MA30,factor
ID02017594_MA60,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_MA60,factor
ID02017594_STD7,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_STD7,factor
ID02017594_STD14,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_STD14,factor
ID02017594_STD30,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_STD30,factor
ID02017594_STD60,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_STD60,factor
ID02017594_P10_30d,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_P10_30d,factor
ID02017594_P90_30d,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_P90_30d,factor
ID02017594_Spread_30d,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_Spread_30d,factor
ID02017594_P10_60d,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_P10_60d,factor
ID02017594_P90_60d,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_P90_60d,factor
ID02017594_Spread_60d,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_Spread_60d,factor
ID02017594_P10_90d,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_P10_90d,factor
ID02017594_P90_90d,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_P90_90d,factor
ID02017594_Spread_90d,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_Spread_90d,factor
ID02017594_Ratio_MA7,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_Ratio_MA7,factor
ID02017594_Ratio_MA30,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_Ratio_MA30,factor
ID02017594_MA7_MA30,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_MA7_MA30,factor
ID02017594_MOM5,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_MOM5,factor
ID02017594_MOM10,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_MOM10,factor
ID02017594_MOM20,铁矿石：进口：日均疏港量：东北地区：31个港口（周度）_MOM20,factor
IO_SHIP_RATE_BRA_CN_029_MA5,铁矿石淡水河谷发中国比例_MA5,factor
IO_SHIP_RATE_BRA_CN_029_MA7,铁矿石淡水河谷发中国比例_MA7,factor
IO_SHIP_RATE_BRA_CN_029_MA14,铁矿石淡水河谷发中国比例_MA14,factor
IO_SHIP_RATE_BRA_CN_029_MA30,铁矿石淡水河谷发中国比例_MA30,factor
IO_SHIP_RATE_BRA_CN_029_MA60,铁矿石淡水河谷发中国比例_MA60,factor
IO_SHIP_RATE_BRA_CN_029_MA90,铁矿石淡水河谷发中国比例_MA90,factor
IO_SHIP_RATE_BRA_CN_029_STD7,铁矿石淡水河谷发中国比例_STD7,factor
IO_SHIP_RATE_BRA_CN_029_STD14,铁矿石淡水河谷发中国比例_STD14,factor
IO_SHIP_RATE_BRA_CN_029_STD30,铁矿石淡水河谷发中国比例_STD30,factor
IO_SHIP_RATE_BRA_CN_029_STD60,铁矿石淡水河谷发中国比例_STD60,factor
IO_SHIP_RATE_BRA_CN_029_P10_30d,铁矿石淡水河谷发中国比例_P10_30d,factor
IO_SHIP_RATE_BRA_CN_029_P90_30d,铁矿石淡水河谷发中国比例_P90_30d,factor
IO_SHIP_RATE_BRA_CN_029_Spread_30d,铁矿石淡水河谷发中国比例_Spread_30d,factor
IO_SHIP_RATE_BRA_CN_029_P10_60d,铁矿石淡水河谷发中国比例_P10_60d,factor
IO_SHIP_RATE_BRA_CN_029_P90_60d,铁矿石淡水河谷发中国比例_P90_60d,factor
IO_SHIP_RATE_BRA_CN_029_Spread_60d,铁矿石淡水河谷发中国比例_Spread_60d,factor
IO_SHIP_RATE_BRA_CN_029_P10_90d,铁矿石淡水河谷发中国比例_P10_90d,factor
IO_SHIP_RATE_BRA_CN_029_P90_90d,铁矿石淡水河谷发中国比例_P90_90d,factor
IO_SHIP_RATE_BRA_CN_029_Spread_90d,铁矿石淡水河谷发中国比例_Spread_90d,factor
IO_SHIP_RATE_BRA_CN_029_Ratio_MA7,铁矿石淡水河谷发中国比例_Ratio_MA7,factor
IO_SHIP_RATE_BRA_CN_029_Ratio_MA30,铁矿石淡水河谷发中国比例_Ratio_MA30,factor
IO_SHIP_RATE_BRA_CN_029_MA7_MA30,铁矿石淡水河谷发中国比例_MA7_MA30,factor
IO_SHIP_RATE_BRA_CN_029_MOM5,铁矿石淡水河谷发中国比例_MOM5,factor
IO_SHIP_RATE_BRA_CN_029_MOM10,铁矿石淡水河谷发中国比例_MOM10,factor
IO_SHIP_RATE_BRA_CN_029_MOM20,铁矿石淡水河谷发中国比例_MOM20,factor
IO_SHIP_VOL_GLOB_016_MA5,铁矿石淡水河谷发中国总量_MA5,factor
IO_SHIP_VOL_GLOB_016_MA14,铁矿石淡水河谷发中国总量_MA14,factor
IO_SHIP_VOL_GLOB_016_STD7,铁矿石淡水河谷发中国总量_STD7,factor
IO_SHIP_VOL_GLOB_016_STD14,铁矿石淡水河谷发中国总量_STD14,factor
IO_SHIP_VOL_GLOB_016_STD30,铁矿石淡水河谷发中国总量_STD30,factor
IO_SHIP_VOL_GLOB_016_P90_30d,铁矿石淡水河谷发中国总量_P90_30d,factor
IO_SHIP_VOL_GLOB_016_Spread_30d,铁矿石淡水河谷发中国总量_Spread_30d,factor
IO_SHIP_VOL_GLOB_016_P10_60d,铁矿石淡水河谷发中国总量_P10_60d,factor
IO_SHIP_VOL_GLOB_016_P90_60d,铁矿石淡水河谷发中国总量_P90_60d,factor
IO_SHIP_VOL_GLOB_016_Spread_60d,铁矿石淡水河谷发中国总量_Spread_60d,factor
IO_SHIP_VOL_GLOB_016_P10_90d,铁矿石淡水河谷发中国总量_P10_90d,factor
IO_SHIP_VOL_GLOB_016_P90_90d,铁矿石淡水河谷发中国总量_P90_90d,factor
IO_SHIP_VOL_GLOB_016_Spread_90d,铁矿石淡水河谷发中国总量_Spread_90d,factor
IO_SHIP_VOL_GLOB_016_Ratio_MA7,铁矿石淡水河谷发中国总量_Ratio_MA7,factor
IO_SHIP_VOL_GLOB_016_Ratio_MA30,铁矿石淡水河谷发中国总量_Ratio_MA30,factor
IO_SHIP_VOL_GLOB_016_MA7_MA30,铁矿石淡水河谷发中国总量_MA7_MA30,factor
IO_SHIP_VOL_GLOB_016_MOM5,铁矿石淡水河谷发中国总量_MOM5,factor
IO_SHIP_VOL_GLOB_016_MOM20,铁矿石淡水河谷发中国总量_MOM20,factor
IO_SHIP_VOL_GLOB_016_month_P90_30d,铁矿石淡水河谷发中国总量（月度）_P90_30d,factor
IO_SHIP_VOL_GLOB_016_month_Spread_30d,铁矿石淡水河谷发中国总量（月度）_Spread_30d,factor
IO_SHIP_VOL_GLOB_016_month_P10_60d,铁矿石淡水河谷发中国总量（月度）_P10_60d,factor
IO_SHIP_VOL_GLOB_016_month_P90_60d,铁矿石淡水河谷发中国总量（月度）_P90_60d,factor
IO_SHIP_VOL_GLOB_016_month_Spread_60d,铁矿石淡水河谷发中国总量（月度）_Spread_60d,factor
IO_SHIP_VOL_GLOB_016_month_P10_90d,铁矿石淡水河谷发中国总量（月度）_P10_90d,factor
IO_SHIP_VOL_GLOB_016_month_P90_90d,铁矿石淡水河谷发中国总量（月度）_P90_90d,factor
IO_SHIP_VOL_GLOB_016_month_Spread_90d,铁矿石淡水河谷发中国总量（月度）_Spread_90d,factor
IO_SHIP_VOL_GLOB_016_month_Ratio_MA7,铁矿石淡水河谷发中国总量（月度）_Ratio_MA7,factor
IO_SHIP_VOL_GLOB_016_month_Ratio_MA30,铁矿石淡水河谷发中国总量（月度）_Ratio_MA30,factor
IO_SHIP_VOL_GLOB_016_month_MA7_MA30,铁矿石淡水河谷发中国总量（月度）_MA7_MA30,factor
IO_SHIP_VOL_GLOB_016_month_MOM5,铁矿石淡水河谷发中国总量（月度）_MOM5,factor
IO_SHIP_VOL_GLOB_016_month_MOM10,铁矿石淡水河谷发中国总量（月度）_MOM10,factor
IO_SHIP_VOL_GLOB_016_quarter_MA60,铁矿石淡水河谷发中国总量（季度）_MA60,factor
IO_SHIP_VOL_GLOB_016_quarter_STD30,铁矿石淡水河谷发中国总量（季度）_STD30,factor
M0017126_MA30,中国：制造业PMI_MA30,factor
M0017126_MA60,中国：制造业PMI_MA60,factor
M0017126_STD14,中国：制造业PMI_STD14,factor
M0017126_STD30,中国：制造业PMI_STD30,factor
M0017126_STD60,中国：制造业PMI_STD60,factor
M0017126_P90_30d,中国：制造业PMI_P90_30d,factor
M0017126_Spread_60d,中国：制造业PMI_Spread_60d,factor
M0017126_P90_90d,中国：制造业PMI_P90_90d,factor
M0017126_Spread_90d,中国：制造业PMI_Spread_90d,factor
M0017126_Ratio_MA7,中国：制造业PMI_Ratio_MA7,factor
M0017126_Ratio_MA30,中国：制造业PMI_Ratio_MA30,factor
M0017126_MOM5,中国：制造业PMI_MOM5,factor
RE00034097_MA60,FMG块矿：发货量：澳大利亚联邦：明细（周度）_MA60,factor
RE00034097_STD7,FMG块矿：发货量：澳大利亚联邦：明细（周度）_STD7,factor
RE00034097_STD14,FMG块矿：发货量：澳大利亚联邦：明细（周度）_STD14,factor
RE00034097_Ratio_MA7,FMG块矿：发货量：澳大利亚联邦：明细（周度）_Ratio_MA7,factor
RE00034097_MOM5,FMG块矿：发货量：澳大利亚联邦：明细（周度）_MOM5,factor
RE00034097_MOM10,FMG块矿：发货量：澳大利亚联邦：明细（周度）_MOM10,factor
RE00034097_MOM20,FMG块矿：发货量：澳大利亚联邦：明细（周度）_MOM20,factor
RE00034153_STD14,FMG块矿：预计到港量：澳大利亚联邦：明细（周度）_STD14,factor
RE00034153_Ratio_MA7,FMG块矿：预计到港量：澳大利亚联邦：明细（周度）_Ratio_MA7,factor
RE00034153_MA7_MA30,FMG块矿：预计到港量：澳大利亚联邦：明细（周度）_MA7_MA30,factor
RE00034153_MOM10,FMG块矿：预计到港量：澳大利亚联邦：明细（周度）_MOM10,factor
RE00035609_MA5,FMG混合粉：发货量：澳大利亚联邦：明细（周度）_MA5,factor
RE00035609_MA60,FMG混合粉：发货量：澳大利亚联邦：明细（周度）_MA60,factor
RE00035609_STD14,FMG混合粉：发货量：澳大利亚联邦：明细（周度）_STD14,factor
RE00035609_P10_30d,FMG混合粉：发货量：澳大利亚联邦：明细（周度）_P10_30d,factor
RE00035609_Ratio_MA7,FMG混合粉：发货量：澳大利亚联邦：明细（周度）_Ratio_MA7,factor
RE00035609_MA7_MA30,FMG混合粉：发货量：澳大利亚联邦：明细（周度）_MA7_MA30,factor
biz_top4_ship_total,四大矿山发运总量,factor
biz_Rio_ratio,Rio占四大矿山比,factor
biz_BHP_ratio,BHP占四大矿山比,factor
biz_FMG_ratio,FMG占四大矿山比,factor
biz_Vale_ratio,Vale占四大矿山比,factor
biz_util_MA7,产能利用率MA7,factor
biz_ore_daily_return,铁矿石日度收益率,factor
biz_ore_vol_30d,铁矿石30日波动率,factor
biz_scrap_spread,废钢铁水价差,factor
biz_arrival_change_7d,到港量7日变化,factor
ID00187733_RSI7,我的钢铁网普钢价格指数：绝对价格指数：普钢（日度）_RSI7,factor
ID00187733_RSI14,我的钢铁网普钢价格指数：绝对价格指数：普钢（日度）_RSI14,factor
ID00187733_Price_MA5,我的钢铁网普钢价格指数：绝对价格指数：普钢（日度）_P/MA5,factor
ID00187733_Price_MA10,我的钢铁网普钢价格指数：绝对价格指数：普钢（日度）_P/MA10,factor
ID00187733_Price_MA20,我的钢铁网普钢价格指数：绝对价格指数：普钢（日度）_P/MA20,factor
ID00187733_MA5_MA20,我的钢铁网普钢价格指数：绝对价格指数：普钢（日度）_MA5_MA20,factor
ID00187733_crossover,我的钢铁网普钢价格指数：绝对价格指数：普钢（日度）_金叉死叉,factor
ID00187733_MACD,我的钢铁网普钢价格指数：绝对价格指数：普钢（日度）_MACD,factor
ID00187733_MACD_hist,我的钢铁网普钢价格指数：绝对价格指数：普钢（日度）_MACD柱,factor
ID00187733_Vol14,我的钢铁网普钢价格指数：绝对价格指数：普钢（日度）_波动率14日,factor
ID00274662_RSI7,纽曼块：62%Fe：澳大利亚联邦产区：品牌价格：青岛港（_RSI7,factor
ID00274662_RSI14,纽曼块：62%Fe：澳大利亚联邦产区：品牌价格：青岛港（_RSI14,factor
ID00274662_Price_MA5,纽曼块：62%Fe：澳大利亚联邦产区：品牌价格：青岛港（_P/MA5,factor
ID00274662_Price_MA10,纽曼块：62%Fe：澳大利亚联邦产区：品牌价格：青岛港（_P/MA10,factor
ID00274662_Price_MA20,纽曼块：62%Fe：澳大利亚联邦产区：品牌价格：青岛港（_P/MA20,factor
ID00274662_Price_MA60,纽曼块：62%Fe：澳大利亚联邦产区：品牌价格：青岛港（_P/MA60,factor
ID00274662_MA5_MA20,纽曼块：62%Fe：澳大利亚联邦产区：品牌价格：青岛港（_MA5_MA20,factor
ID00274662_BB_pos,纽曼块：62%Fe：澳大利亚联邦产区：品牌价格：青岛港（_BB位置,factor
ID00274662_MACD,纽曼块：62%Fe：澳大利亚联邦产区：品牌价格：青岛港（_MACD,factor
ID00274662_MACD_hist,纽曼块：62%Fe：澳大利亚联邦产区：品牌价格：青岛港（_MACD柱,factor
ID00274662_Vol14,纽曼块：62%Fe：澳大利亚联邦产区：品牌价格：青岛港（_波动率14日,factor
ID00275210_Price_MA5,金布巴粉：60.3%Fe：澳大利亚联邦产区：品牌价格：青_P/MA5,factor
ID00275210_Price_MA10,金布巴粉：60.3%Fe：澳大利亚联邦产区：品牌价格：青_P/MA10,factor
ID00275210_Price_MA20,金布巴粉：60.3%Fe：澳大利亚联邦产区：品牌价格：青_P/MA20,factor
ID00275210_Price_MA60,金布巴粉：60.3%Fe：澳大利亚联邦产区：品牌价格：青_P/MA60,factor
ID00275210_MA5_MA20,金布巴粉：60.3%Fe：澳大利亚联邦产区：品牌价格：青_MA5_MA20,factor
ID00275210_MACD_sig,金布巴粉：60.3%Fe：澳大利亚联邦产区：品牌价格：青_MACD信号,factor
ID00275210_MACD_hist,金布巴粉：60.3%Fe：澳大利亚联邦产区：品牌价格：青_MACD柱,factor
ID00275221_RSI14,纽曼粉：61.2%Fe：澳大利亚联邦产区：品牌价格：青岛_RSI14,factor
ID00275221_Price_MA5,纽曼粉：61.2%Fe：澳大利亚联邦产区：品牌价格：青岛_P/MA5,factor
ID00275221_Price_MA10,纽曼粉：61.2%Fe：澳大利亚联邦产区：品牌价格：青岛_P/MA10,factor
ID00275221_Price_MA20,纽曼粉：61.2%Fe：澳大利亚联邦产区：品牌价格：青岛_P/MA20,factor
ID00275221_Price_MA40,纽曼粉：61.2%Fe：澳大利亚联邦产区：品牌价格：青岛_P/MA40,factor
ID00275221_crossover,纽曼粉：61.2%Fe：澳大利亚联邦产区：品牌价格：青岛_金叉死叉,factor
ID00275221_MACD,纽曼粉：61.2%Fe：澳大利亚联邦产区：品牌价格：青岛_MACD,factor
ID00275221_MACD_sig,纽曼粉：61.2%Fe：澳大利亚联邦产区：品牌价格：青岛_MACD信号,factor
ID00275221_Vol14,纽曼粉：61.2%Fe：澳大利亚联邦产区：品牌价格：青岛_波动率14日,factor
ID01037437_RSI7,PB粉：即期合约：现货落地利润（日度）_RSI7,factor
ID01037437_RSI14,PB粉：即期合约：现货落地利润（日度）_RSI14,factor
ID01037437_Price_MA5,PB粉：即期合约：现货落地利润（日度）_P/MA5,factor
ID01037437_Price_MA10,PB粉：即期合约：现货落地利润（日度）_P/MA10,factor
ID01037437_Price_MA20,PB粉：即期合约：现货落地利润（日度）_P/MA20,factor
ID01037437_Price_MA40,PB粉：即期合约：现货落地利润（日度）_P/MA40,factor
ID01037437_Price_MA60,PB粉：即期合约：现货落地利润（日度）_P/MA60,factor
ID01037437_crossover,PB粉：即期合约：现货落地利润（日度）_金叉死叉,factor
ID01037437_BB_pos,PB粉：即期合约：现货落地利润（日度）_BB位置,factor
ID01037437_MACD,PB粉：即期合约：现货落地利润（日度）_MACD,factor
ID01037437_MACD_sig,PB粉：即期合约：现货落地利润（日度）_MACD信号,factor
ID01037437_MACD_hist,PB粉：即期合约：现货落地利润（日度）_MACD柱,factor
ID01037437_Vol14,PB粉：即期合约：现货落地利润（日度）_波动率14日,factor
RE00024786_Price_MA5,PB块：即期合约：现货落地利润（日度）_P/MA5,factor
RE00024786_Price_MA10,PB块：即期合约：现货落地利润（日度）_P/MA10,factor
RE00024786_Price_MA20,PB块：即期合约：现货落地利润（日度）_P/MA20,factor
RE00024786_Price_MA40,PB块：即期合约：现货落地利润（日度）_P/MA40,factor
RE00024786_Price_MA60,PB块：即期合约：现货落地利润（日度）_P/MA60,factor
RE00024786_MA5_MA20,PB块：即期合约：现货落地利润（日度）_MA5_MA20,factor
RE00024786_crossover,PB块：即期合约：现货落地利润（日度）_金叉死叉,factor
RE00024786_MACD,PB块：即期合约：现货落地利润（日度）_MACD,factor
RE00024786_MACD_sig,PB块：即期合约：现货落地利润（日度）_MACD信号,factor
RE00024786_MACD_hist,PB块：即期合约：现货落地利润（日度）_MACD柱,factor
RE00024786_Vol14,PB块：即期合约：现货落地利润（日度）_波动率14日,factor
ID00186052_yoy_365,铁矿石：进口：库存：45个港口（周度）_yoy_365,inventory
ID00186052_mom_30,铁矿石：进口：库存：45个港口（周度）_mom_30,inventory
ID00186052_mom_90,铁矿石：进口：库存：45个港口（周度）_mom_90,inventory
ID00186052_wow_7,铁矿石：进口：库存：45个港口（周度）_wow_7,inventory
ID00186052_wow_14,铁矿石：进口：库存：45个港口（周度）_wow_14,inventory
G0002323_yoy_365,美国：ISM：制造业PMI_yoy_365,factor
G0002323_wow_14,美国：ISM：制造业PMI_wow_14,factor
ID00183109_mom_30,247家钢铁企业：高炉开工率：中华人民共和国（周度）_mom_30,factor
ID00183109_wow_14,247家钢铁企业：高炉开工率：中华人民共和国（周度）_wow_14,factor
ID00183114_yoy_365,247家钢铁企业：高炉产能利用率：中华人民共和国（周度）_yoy_365,factor
ID00183114_mom_30,247家钢铁企业：高炉产能利用率：中华人民共和国（周度）_mom_30,factor
ID00183114_mom_90,247家钢铁企业：高炉产能利用率：中华人民共和国（周度）_mom_90,factor
ID00183114_wow_14,247家钢铁企业：高炉产能利用率：中华人民共和国（周度）_wow_14,factor
ID00185747_mom_30,PB粉：产量：力拓集团（季度）_mom_30,factor
ID00185749_mom_90,PB粉：销售数量：力拓集团（季度）_mom_90,factor
ID00185861_yoy_365,铁矿石：巴西联邦共和国产区：库存：45个港口（周度）_yoy_365,factor
ID00185861_mom_30,铁矿石：巴西联邦共和国产区：库存：45个港口（周度）_mom_30,factor
ID00185861_mom_90,铁矿石：巴西联邦共和国产区：库存：45个港口（周度）_mom_90,factor
ID00185861_wow_14,铁矿石：巴西联邦共和国产区：库存：45个港口（周度）_wow_14,factor
ID00185931_mom_30,贸易矿：进口：库存：45个港口（周度）_mom_30,factor
ID00185931_mom_90,贸易矿：进口：库存：45个港口（周度）_mom_90,factor
ID00185931_wow_14,贸易矿：进口：库存：45个港口（周度）_wow_14,factor
ID00186098_mom_30,铁矿石：进口：日均疏港量合计：31个港口（同口径）（周度）_mom_30,factor
ID00186098_wow_14,铁矿石：进口：日均疏港量合计：31个港口（同口径）（周度）_wow_14,factor
ID00186099_yoy_365,铁矿石：进口：日均疏港量合计：41个港口（周度）_yoy_365,factor
ID00186099_mom_30,铁矿石：进口：日均疏港量合计：41个港口（周度）_mom_30,factor
ID00186099_mom_90,铁矿石：进口：日均疏港量合计：41个港口（周度）_mom_90,factor
ID00186099_wow_14,铁矿石：进口：日均疏港量合计：41个港口（周度）_wow_14,factor
ID00186100_yoy_365,铁矿石：进口：日均疏港量合计：45个港口（周度）_yoy_365,factor
ID00186100_mom_30,铁矿石：进口：日均疏港量合计：45个港口（周度）_mom_30,factor
ID00186100_mom_90,铁矿石：进口：日均疏港量合计：45个港口（周度）_mom_90,factor
ID00186100_wow_14,铁矿石：进口：日均疏港量合计：45个港口（周度）_wow_14,factor
ID00186103_yoy_365,铁矿石：进口：日均疏港量：曹妃甸港（周度）_yoy_365,factor
ID00186103_mom_30,铁矿石：进口：日均疏港量：曹妃甸港（周度）_mom_30,factor
ID00186103_mom_90,铁矿石：进口：日均疏港量：曹妃甸港（周度）_mom_90,factor
ID00186103_wow_14,铁矿石：进口：日均疏港量：曹妃甸港（周度）_wow_14,factor
ID00186111_yoy_365,铁矿石：进口：日均疏港量：黄骅港（周度）_yoy_365,factor
ID00186111_mom_30,铁矿石：进口：日均疏港量：黄骅港（周度）_mom_30,factor
ID00186111_mom_90,铁矿石：进口：日均疏港量：黄骅港（周度）_mom_90,factor
ID00186111_wow_14,铁矿石：进口：日均疏港量：黄骅港（周度）_wow_14,factor
ID00186112_yoy_365,铁矿石：进口：日均疏港量：江阴港（周度）_yoy_365,factor
ID00186112_mom_30,铁矿石：进口：日均疏港量：江阴港（周度）_mom_30,factor
ID00186112_mom_90,铁矿石：进口：日均疏港量：江阴港（周度）_mom_90,factor
ID00186112_wow_14,铁矿石：进口：日均疏港量：江阴港（周度）_wow_14,factor
ID00186114_yoy_365,铁矿石：进口：日均疏港量：京唐港（周度）_yoy_365,factor
ID00186114_mom_30,铁矿石：进口：日均疏港量：京唐港（周度）_mom_30,factor
ID00186114_mom_90,铁矿石：进口：日均疏港量：京唐港（周度）_mom_90,factor
ID00186114_wow_14,铁矿石：进口：日均疏港量：京唐港（周度）_wow_14,factor
ID00186116_yoy_365,铁矿石：进口：日均疏港量：岚桥港（周度）_yoy_365,factor
ID00186116_mom_30,铁矿石：进口：日均疏港量：岚桥港（周度）_mom_30,factor
ID00186116_wow_7,铁矿石：进口：日均疏港量：岚桥港（周度）_wow_7,factor
ID00186116_wow_14,铁矿石：进口：日均疏港量：岚桥港（周度）_wow_14,factor
ID00186117_yoy_365,铁矿石：进口：日均疏港量：岚山港（周度）_yoy_365,factor
ID00186117_mom_30,铁矿石：进口：日均疏港量：岚山港（周度）_mom_30,factor
ID00186117_mom_90,铁矿石：进口：日均疏港量：岚山港（周度）_mom_90,factor
ID00186117_wow_14,铁矿石：进口：日均疏港量：岚山港（周度）_wow_14,factor
ID00186119_mom_30,铁矿石：进口：日均疏港量：龙口港（周度）_mom_30,factor
ID00186130_yoy_365,铁矿石：进口：日均疏港量：青岛港（周度）_yoy_365,factor
ID00186130_mom_30,铁矿石：进口：日均疏港量：青岛港（周度）_mom_30,factor
ID00186130_wow_14,铁矿石：进口：日均疏港量：青岛港（周度）_wow_14,factor
ID00186132_yoy_365,铁矿石：进口：日均疏港量：日照港（周度）_yoy_365,factor
ID00186132_mom_30,铁矿石：进口：日均疏港量：日照港（周度）_mom_30,factor
ID00186132_mom_90,铁矿石：进口：日均疏港量：日照港（周度）_mom_90,factor
ID00186138_yoy_365,铁矿石：进口：日均疏港量：天津港（周度）_yoy_365,factor
ID00186138_mom_90,铁矿石：进口：日均疏港量：天津港（周度）_mom_90,factor
ID00186138_wow_14,铁矿石：进口：日均疏港量：天津港（周度）_wow_14,factor
ID00186193_wow_14,块矿：85%Fe：销售数量：澳大利亚必和必拓集团（季度）_wow_14,factor
ID00186278_yoy_365,块矿：库存：45个港口（周度）_yoy_365,factor
ID00186278_mom_90,块矿：库存：45个港口（周度）_mom_90,factor
ID00186278_wow_14,块矿：库存：45个港口（周度）_wow_14,factor
ID00186280_mom_90,罗布河粉：产量：力拓集团（季度）_mom_90,factor
ID00186281_mom_30,罗布河粉：销售数量：力拓集团（以股份占比计）（季度）_mom_30,factor
ID00186318_yoy_365,球团矿：进口：库存：45个港口（周度）_yoy_365,factor
ID00186318_mom_30,球团矿：进口：库存：45个港口（周度）_mom_30,factor
ID00186318_mom_90,球团矿：进口：库存：45个港口（周度）_mom_90,factor
ID00186408_mom_90,铁精粉：85%Fe：销售数量：澳大利亚必和必拓集团（季度）_mom_90,factor
ID00186491_yoy_365,铁精粉：库存：45个港口（周度）_yoy_365,factor
ID00186491_mom_30,铁精粉：库存：45个港口（周度）_mom_30,factor
ID00186491_wow_14,铁精粉：库存：45个港口（周度）_wow_14,factor
ID00186565_yoy_365,铁矿石：发货量：澳大利亚必和必拓集团→中华人民共和国（周度）_yoy_365,factor
